source_label,archive_url,member_name,file_size
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_B17_C70_F4_s21_w1.TIF,245982
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_B18_C74_F4_s06_w2.TIF,283644
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_B18_C74_F4_s07_w2.TIF,288672
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_B18_C74_F4_s19_w1.TIF,246362
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_B18_C74_F4_s22_w1.TIF,247024
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_B18_C74_F4_s22_w2.TIF,293230
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_B20_C83_F4_s01_w1.TIF,251196
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_B20_C83_F4_s04_w2.TIF,296268
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_B20_C83_F4_s13_w1.TIF,259040
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_B20_C83_F4_s14_w2.TIF,300386
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_B21_C87_F4_s16_w2.TIF,306444
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_B22_C91_F4_s07_w2.TIF,305778
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_B22_C91_F4_s22_w2.TIF,303308
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_B23_C96_F4_s03_w1.TIF,270824
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_B23_C96_F4_s05_w1.TIF,254898
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_B23_C96_F4_s06_w1.TIF,255906
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_B23_C96_F4_s12_w1.TIF,254348
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_B24_C100_F4_s05_w1.TIF,257500
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_B24_C100_F4_s11_w1.TIF,255364
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_B24_C100_F4_s25_w1.TIF,270474
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C01_C1_F7_s09_w1.TIF,60386
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C01_C1_F7_s13_w1.TIF,60624
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C02_C5_F7_s10_w1.TIF,67814
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C03_C10_F7_s02_w1.TIF,75516
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C03_C10_F7_s14_w2.TIF,90202
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C04_C14_F7_s02_w2.TIF,106280
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C04_C14_F7_s12_w2.TIF,106970
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C04_C14_F7_s21_w2.TIF,102790
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C05_C18_F7_s13_w2.TIF,117340
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C05_C18_F7_s15_w2.TIF,116540
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C05_C18_F7_s19_w1.TIF,87592
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C05_C18_F7_s23_w2.TIF,117076
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C05_C18_F7_s24_w2.TIF,118126
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C06_C23_F7_s08_w2.TIF,136770
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C06_C23_F7_s09_w1.TIF,98424
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C06_C23_F7_s10_w2.TIF,130338
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C06_C23_F7_s13_w1.TIF,97240
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C06_C23_F7_s25_w2.TIF,137850
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C07_C27_F7_s18_w2.TIF,137354
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C07_C27_F7_s21_w2.TIF,139370
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C08_C31_F7_s02_w2.TIF,153404
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C08_C31_F7_s11_w1.TIF,109704
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C08_C31_F7_s12_w2.TIF,151216
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C08_C31_F7_s13_w1.TIF,106834
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C08_C31_F7_s22_w2.TIF,153246
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C09_C35_F7_s03_w2.TIF,162006
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C09_C35_F7_s18_w1.TIF,114722
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C09_C35_F7_s20_w1.TIF,114184
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C09_C35_F7_s25_w1.TIF,119882
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C11_C44_F7_s22_w2.TIF,183788
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C12_C48_F7_s11_w1.TIF,132874
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C12_C48_F7_s17_w2.TIF,200176
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C12_C48_F7_s20_w1.TIF,135908
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C12_C48_F7_s25_w2.TIF,194550
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C13_C53_F7_s02_w1.TIF,145142
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C13_C53_F7_s17_w1.TIF,141402
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C14_C57_F7_s04_w1.TIF,146102
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C14_C57_F7_s07_w2.TIF,214820
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C14_C57_F7_s11_w1.TIF,148816
bbbc005,https://data.broadinstitute.org/bbbc/BBBC005/BBBC005_v1_images.zip,BBBC005_v1_images/SIMCEPImages_C15_C61_F7_s04_w2.TIF,236664
